GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PUMA5A,NAME_E,TDPE001,TDPE002,TDPE003,TDPE004,TDPE005,TDPE006,TDPE007,TDPE008,TDPE009,TDPE010,TXBE001,T76E001,NAME_M,TDPM001,TDPM002,TDPM003,TDPM004,TDPM005,TDPM006,TDPM007,TDPM008,TDPM009,TDPM010,TXBM001,T76M001
"G3900870","2011-2013",,,"Ohio","39","Lawrence County","087",,,,,,,,,,,,,,,,,"Lawrence County, Ohio",62144,59272,1121,154,156,0,93,1348,209,1139,42905,102600,"Lawrence County, Ohio",0,183,304,127,152,107,84,359,181,314,2427,6878
"G3900890","2011-2013",,,"Ohio","39","Licking County","089",,,,,,,,,,,,,,,,,"Licking County, Ohio",167777,156095,5419,257,1510,0,390,4106,29,4077,55250,146900,"Licking County, Ohio",0,388,620,120,216,107,287,579,36,584,1914,2861
"G3900910","2011-2013",,,"Ohio","39","Logan County","091",,,,,,,,,,,,,,,,,"Logan County, Ohio",45519,43319,790,58,287,0,155,910,25,885,48600,116000,"Logan County, Ohio",0,125,175,83,77,107,123,222,31,219,1739,5199
"G3900930","2011-2013",,,"Ohio","39","Lorain County","093",,,,,,,,,,,,,,,,,"Lorain County, Ohio",302084,258858,24813,617,2713,258,4605,10220,900,9320,51614,137200,"Lorain County, Ohio",0,1122,1040,192,425,177,926,1193,258,1159,1082,2025
"G3900950","2011-2013",,,"Ohio","39","Lucas County","095",,,,,,,,,,,,,,,,,"Lucas County, Ohio",437788,320472,83431,1333,6800,71,8748,16933,3464,13469,40473,103300,"Lucas County, Ohio",0,1032,1340,326,519,76,957,1578,777,1435,862,1852
"G3900970","2011-2013",,,"Ohio","39","Madison County","097",,,,,,,,,,,,,,,,,"Madison County, Ohio",43111,39127,2545,216,57,14,152,1000,46,954,55860,142600,"Madison County, Ohio",0,117,233,142,43,25,103,239,43,232,2658,6709
"G3900990","2011-2013",,,"Ohio","39","Mahoning County","099",,,,,,,,,,,,,,,,,"Mahoning County, Ohio",235449,188727,36006,636,1871,41,2448,5720,332,5388,40745,95800,"Mahoning County, Ohio",0,670,732,335,231,48,621,859,173,834,1002,1936
"G3901010","2011-2013",,,"Ohio","39","Marion County","101",,,,,,,,,,,,,,,,,"Marion County, Ohio",66221,59702,3835,168,371,0,689,1456,115,1341,41846,98600,"Marion County, Ohio",0,229,400,101,115,107,226,399,94,388,2669,4502
"G3901030","2011-2013",,,"Ohio","39","Medina County","103",,,,,,,,,,,,,,,,,"Medina County, Ohio",174016,167048,2302,416,1741,0,370,2139,267,1872,64963,178800,"Medina County, Ohio",0,261,303,165,207,107,189,371,165,373,1765,2820
"G3901050","2011-2013",,,"Ohio","39","Meigs County","105",,,,,,,,,,,,,,,,,"Meigs County, Ohio",,,,,,,,,,,36383,83100,"Meigs County, Ohio",,,,,,,,,,,2479,6757
"G3901070","2011-2013",,,"Ohio","39","Mercer County","107",,,,,,,,,,,,,,,,,"Mercer County, Ohio",40812,39781,186,52,92,259,139,303,0,303,51768,125600,"Mercer County, Ohio",0,147,101,47,123,123,131,131,107,131,4000,6527
"G3901090","2011-2013",,,"Ohio","39","Miami County","109",,,,,,,,,,,,,,,,,"Miami County, Ohio",103114,97425,2083,114,1251,0,208,2033,0,2033,51541,135200,"Miami County, Ohio",0,201,273,83,154,107,195,389,107,389,2079,4556
"G3901130","2011-2013",,,"Ohio","39","Montgomery County","113",,,,,,,,,,,,,,,,,"Montgomery County, Ohio",536342,396826,110940,875,10190,122,3557,13832,628,13204,42413,109800,"Montgomery County, Ohio",0,954,1417,249,451,87,994,1480,299,1445,752,1452
"G3901170","2011-2013",,,"Ohio","39","Morrow County","117",,,,,,,,,,,,,,,,,"Morrow County, Ohio",,,,,,,,,,,53442,130600,"Morrow County, Ohio",,,,,,,,,,,4196,12128
"G3901190","2011-2013",,,"Ohio","39","Muskingum County","119",,,,,,,,,,,,,,,,,"Muskingum County, Ohio",85795,79661,2893,200,398,25,177,2441,3,2438,39237,106200,"Muskingum County, Ohio",0,189,264,108,78,43,147,303,5,303,2041,4644
"G3901230","2011-2013",,,"Ohio","39","Ottawa County","123",,,,,,,,,,,,,,,,,"Ottawa County, Ohio",41320,39552,426,16,150,0,534,642,189,453,52083,135100,"Ottawa County, Ohio",0,361,145,21,49,107,311,203,190,145,2473,4767
"G3901270","2011-2013",,,"Ohio","39","Perry County","127",,,,,,,,,,,,,,,,,"Perry County, Ohio",,,,,,,,,,,39709,88800,"Perry County, Ohio",,,,,,,,,,,2693,3483
"G3901290","2011-2013",,,"Ohio","39","Pickaway County","129",,,,,,,,,,,,,,,,,"Pickaway County, Ohio",56220,52842,1895,149,249,2,68,1015,86,929,56321,149200,"Pickaway County, Ohio",0,158,278,122,270,3,64,284,87,260,3237,5245
"G3901310","2011-2013",,,"Ohio","39","Pike County","131",,,,,,,,,,,,,,,,,"Pike County, Ohio",,,,,,,,,,,39410,98300,"Pike County, Ohio",,,,,,,,,,,7303,8383
"G3901330","2011-2013",,,"Ohio","39","Portage County","133",,,,,,,,,,,,,,,,,"Portage County, Ohio",163945,150436,6238,62,2797,0,414,3998,31,3967,52213,148500,"Portage County, Ohio",0,243,542,68,162,107,246,602,38,597,1573,3995
"G3901350","2011-2013",,,"Ohio","39","Preble County","135",,,,,,,,,,,,,,,,,"Preble County, Ohio",41881,40833,241,145,36,4,0,622,13,609,45526,110700,"Preble County, Ohio",0,86,56,91,48,6,107,148,23,149,2372,4843
"G3901370","2011-2013",,,"Ohio","39","Putnam County","137",,,,,,,,,,,,,,,,,"Putnam County, Ohio",34222,32738,106,11,37,0,903,427,102,325,61101,133900,"Putnam County, Ohio",0,274,45,17,38,107,352,168,74,116,2600,6463
"G3901390","2011-2013",,,"Ohio","39","Richland County","139",,,,,,,,,,,,,,,,,"Richland County, Ohio",122485,106827,10233,184,723,33,779,3706,264,3442,40967,101200,"Richland County, Ohio",0,337,617,109,135,51,338,633,86,636,920,3299
"G3901410","2011-2013",,,"Ohio","39","Ross County","141",,,,,,,,,,,,,,,,,"Ross County, Ohio",77677,70300,3429,87,283,58,102,3418,141,3277,43072,108800,"Ross County, Ohio",0,203,435,67,99,83,89,481,120,489,1969,4471
"G3901430","2011-2013",,,"Ohio","39","Sandusky County","143",,,,,,,,,,,,,,,,,"Sandusky County, Ohio",60382,55077,2090,112,195,0,1368,1540,261,1279,45115,107900,"Sandusky County, Ohio",0,562,319,81,67,107,453,404,142,330,1729,3710
"G3901450","2011-2013",,,"Ohio","39","Scioto County","145",,,,,,,,,,,,,,,,,"Scioto County, Ohio",78661,74318,2200,132,306,0,146,1559,33,1526,35654,88900,"Scioto County, Ohio",0,121,224,94,85,107,104,222,51,225,1706,3870
"G3901470","2011-2013",,,"Ohio","39","Seneca County","147",,,,,,,,,,,,,,,,,"Seneca County, Ohio",56121,52879,1314,19,360,0,593,956,90,866,43969,97300,"Seneca County, Ohio",0,257,202,21,61,107,230,230,90,197,2213,2705
"G3901490","2011-2013",,,"Ohio","39","Shelby County","149",,,,,,,,,,,,,,,,,"Shelby County, Ohio",49231,46721,1242,168,283,10,41,766,3,763,52354,125600,"Shelby County, Ohio",0,102,240,58,108,17,67,258,7,258,2760,8408
"G3901510","2011-2013",,,"Ohio","39","Stark County","151",,,,,,,,,,,,,,,,,"Stark County, Ohio",375015,333082,25766,501,2952,71,848,11795,246,11549,45333,120900,"Stark County, Ohio",0,443,1113,198,386,91,333,1209,150,1195,1132,1738
"G3901530","2011-2013",,,"Ohio","39","Summit County","153",,,,,,,,,,,,,,,,,"Summit County, Ohio",541408,434459,76941,1071,12663,146,1929,14199,741,13458,49146,132300,"Summit County, Ohio",0,811,1266,379,535,123,591,1433,323,1397,753,1894
"G3901550","2011-2013",,,"Ohio","39","Trumbull County","155",,,,,,,,,,,,,,,,,"Trumbull County, Ohio",207583,184657,16664,225,1217,14,484,4322,211,4111,41872,95200,"Trumbull County, Ohio",0,331,509,129,175,23,212,550,146,543,859,1908
"G3901570","2011-2013",,,"Ohio","39","Tuscarawas County","157",,,,,,,,,,,,,,,,,"Tuscarawas County, Ohio",92504,89656,698,192,317,0,473,1168,147,1021,44355,110100,"Tuscarawas County, Ohio",0,389,223,155,85,107,385,314,99,297,1746,3337
"G3901590","2011-2013",,,"Ohio","39","Union County","159",,,,,,,,,,,,,,,,,"Union County, Ohio",53063,49208,1142,96,1288,0,21,1308,136,1172,62948,166000,"Union County, Ohio",0,122,179,88,274,107,24,386,155,354,4245,4445
"G3901610","2011-2013",,,"Ohio","39","Van Wert County","161",,,,,,,,,,,,,,,,,"Van Wert County, Ohio",28635,27663,227,96,0,0,264,385,0,385,46169,90900,"Van Wert County, Ohio",0,138,130,96,107,107,137,123,107,123,3220,6875
"G3901650","2011-2013",,,"Ohio","39","Warren County","165",,,,,,,,,,,,,,,,,"Warren County, Ohio",217295,196369,7758,192,9273,51,642,3010,404,2606,72667,187800,"Warren County, Ohio",0,530,424,120,522,56,472,638,374,550,1961,4352
"G3901670","2011-2013",,,"Ohio","39","Washington County","167",,,,,,,,,,,,,,,,,"Washington County, Ohio",61449,59153,553,74,412,28,132,1097,98,999,41439,107900,"Washington County, Ohio",0,160,194,74,56,46,149,220,77,211,2328,4136
"G3901690","2011-2013",,,"Ohio","39","Wayne County","169",,,,,,,,,,,,,,,,,"Wayne County, Ohio",114889,110027,1812,142,807,0,349,1752,62,1690,48201,132900,"Wayne County, Ohio",0,275,242,86,160,107,254,291,54,293,1749,3185
"G3901710","2011-2013",,,"Ohio","39","Williams County","171",,,,,,,,,,,,,,,,,"Williams County, Ohio",37547,36040,455,81,107,101,368,395,41,354,41890,95600,"Williams County, Ohio",0,214,119,63,44,63,171,178,30,162,2582,4700
"G3901730","2011-2013",,,"Ohio","39","Wood County","173",,,,,,,,,,,,,,,,,"Wood County, Ohio",128433,118198,3451,292,2281,13,1592,2606,833,1773,51735,145100,"Wood County, Ohio",0,611,307,163,233,21,482,455,295,355,1581,3754
"G3901750","2011-2013",,,"Ohio","39","Wyandot County","175",,,,,,,,,,,,,,,,,"Wyandot County, Ohio",,,,,,,,,,,46695,108400,"Wyandot County, Ohio",,,,,,,,,,,2973,4971
"G4000010","2011-2013",,,"Oklahoma","40","Adair County","001",,,,,,,,,,,,,,,,,"Adair County, Oklahoma",22312,9900,80,8495,142,6,178,3511,57,3454,33555,75400,"Adair County, Oklahoma",0,165,45,561,12,9,91,536,43,527,1856,3619
"G4000090","2011-2013",,,"Oklahoma","40","Beckham County","009",,,,,,,,,,,,,,,,,"Beckham County, Oklahoma",23054,19145,857,288,68,12,640,2044,93,1951,53309,125100,"Beckham County, Oklahoma",0,406,126,142,53,25,316,554,102,536,10731,11961
"G4000130","2011-2013",,,"Oklahoma","40","Bryan County","013",,,,,,,,,,,,,,,,,"Bryan County, Oklahoma",43626,32376,756,6103,188,0,1508,2695,55,2640,36767,87900,"Bryan County, Oklahoma",0,197,119,397,127,92,270,441,73,434,2011,3965
"G4000150","2011-2013",,,"Oklahoma","40","Caddo County","015",,,,,,,,,,,,,,,,,"Caddo County, Oklahoma",29631,18714,846,6807,41,0,1331,1892,140,1752,38247,73700,"Caddo County, Oklahoma",0,328,94,327,33,92,294,306,88,313,2941,4025
"G4000170","2011-2013",,,"Oklahoma","40","Canadian County","017",,,,,,,,,,,,,,,,,"Canadian County, Oklahoma",122738,101286,2771,5276,3646,29,3530,6200,564,5636,62457,140200,"Canadian County, Oklahoma",0,820,315,637,255,41,830,824,257,809,1671,2539
"G4000190","2011-2013",,,"Oklahoma","40","Carter County","019",,,,,,,,,,,,,,,,,"Carter County, Oklahoma",48160,36004,3494,4117,405,89,1138,2913,22,2891,44124,94600,"Carter County, Oklahoma",0,403,150,485,157,128,456,516,31,513,2870,5001
"G4000210","2011-2013",,,"Oklahoma","40","Cherokee County","021",,,,,,,,,,,,,,,,,"Cherokee County, Oklahoma",47933,25334,536,15063,275,84,583,6058,328,5730,37061,105000,"Cherokee County, Oklahoma",0,419,120,947,64,80,306,1079,214,1122,2892,5202
"G4000270","2011-2013",,,"Oklahoma","40","Cleveland County","027",,,,,,,,,,,,,,,,,"Cleveland County, Oklahoma",265505,211603,11661,10869,11026,195,3396,16755,1389,15366,54238,145000,"Cleveland County, Oklahoma",0,985,667,906,661,85,876,1406,482,1386,1514,2910
"G4000310","2011-2013",,,"Oklahoma","40","Comanche County","031",,,,,,,,,,,,,,,,,"Comanche County, Oklahoma",125849,81696,20896,6713,2503,615,2957,10469,1168,9301,45106,114300,"Comanche County, Oklahoma",0,906,779,516,400,99,622,1113,472,1142,1538,4505
"G4000370","2011-2013",,,"Oklahoma","40","Creek County","037",,,,,,,,,,,,,,,,,"Creek County, Oklahoma",70521,56283,1799,6508,363,5,695,4868,243,4625,43229,107400,"Creek County, Oklahoma",0,292,143,612,44,9,264,671,144,623,1775,4666
"G4000390","2011-2013",,,"Oklahoma","40","Custer County","039",,,,,,,,,,,,,,,,,"Custer County, Oklahoma",28562,23946,885,862,391,27,371,2080,95,1985,44666,122900,"Custer County, Oklahoma",0,436,60,353,47,39,177,477,87,456,4527,11988
"G4000410","2011-2013",,,"Oklahoma","40","Delaware County","041",,,,,,,,,,,,,,,,,"Delaware County, Oklahoma",41385,27485,117,8639,492,19,451,4182,97,4085,37388,109900,"Delaware County, Oklahoma",0,150,45,506,32,23,147,525,68,534,1931,6186
"G4000470","2011-2013",,,"Oklahoma","40","Garfield County","047",,,,,,,,,,,,,,,,,"Garfield County, Oklahoma",61353,50540,2056,1224,647,1176,3330,2380,247,2133,47519,92700,"Garfield County, Oklahoma",0,770,314,283,173,41,802,508,203,454,3033,6342
"G4000490","2011-2013",,,"Oklahoma","40","Garvin County","049",,,,,,,,,,,,,,,,,"Garvin County, Oklahoma",27314,22231,539,1764,92,2,613,2073,161,1912,36433,84900,"Garvin County, Oklahoma",0,258,78,232,69,3,232,279,92,257,1635,2789
"G4000510","2011-2013",,,"Oklahoma","40","Grady County","051",,,,,,,,,,,,,,,,,"Grady County, Oklahoma",53187,45520,1074,2688,148,73,771,2913,149,2764,50102,108700,"Grady County, Oklahoma",0,370,161,364,104,99,314,442,118,443,3047,5579
"G4000650","2011-2013",,,"Oklahoma","40","Jackson County","065",,,,,,,,,,,,,,,,,"Jackson County, Oklahoma",26225,19674,2086,399,348,93,1794,1831,127,1704,41754,86500,"Jackson County, Oklahoma",0,521,152,208,73,97,489,542,84,540,2181,5011
"G4000710","2011-2013",,,"Oklahoma","40","Kay County","071",,,,,,,,,,,,,,,,,"Kay County, Oklahoma",45786,36429,768,3574,305,15,1126,3569,292,3277,40894,76600,"Kay County, Oklahoma",0,324,116,335,43,16,269,398,160,329,1279,2755
"G4000790","2011-2013",,,"Oklahoma","40","Le Flore County","079",,,,,,,,,,,,,,,,,"Le Flore County, Oklahoma",49951,37548,1181,4969,240,120,1692,4201,165,4036,35134,80600,"Le Flore County, Oklahoma",0,280,72,350,144,142,297,455,93,447,1749,3927
"G4000810","2011-2013",,,"Oklahoma","40","Lincoln County","081",,,,,,,,,,,,,,,,,"Lincoln County, Oklahoma",34282,29434,583,2424,0,0,163,1678,72,1606,42627,95800,"Lincoln County, Oklahoma",0,112,74,212,92,92,83,237,63,231,2216,5095
"G4000830","2011-2013",,,"Oklahoma","40","Logan County","083",,,,,,,,,,,,,,,,,"Logan County, Oklahoma",43734,35811,3971,1898,177,0,318,1559,53,1506,52907,137600,"Logan County, Oklahoma",0,380,194,524,50,92,188,440,84,430,4472,14042
"G4000870","2011-2013",,,"Oklahoma","40","McClain County","087",,,,,,,,,,,,,,,,,"McClain County, Oklahoma",35744,30162,365,1683,238,245,811,2240,66,2174,54820,147400,"McClain County, Oklahoma",0,401,76,350,9,278,459,454,53,449,4005,9544
"G4000890","2011-2013",,,"Oklahoma","40","McCurtain County","089",,,,,,,,,,,,,,,,,"McCurtain County, Oklahoma",33176,21956,2868,5095,13,0,541,2703,125,2578,31069,69900,"McCurtain County, Oklahoma",0,186,149,367,14,92,227,380,82,368,1729,3471
"G4000910","2011-2013",,,"Oklahoma","40","McIntosh County","091",,,,,,,,,,,,,,,,,"McIntosh County, Oklahoma",20449,14383,695,3044,74,0,4,2249,24,2225,36612,80600,"McIntosh County, Oklahoma",0,103,58,336,46,92,6,350,29,344,3754,7212
"G4000970","2011-2013",,,"Oklahoma","40","Mayes County","097",,,,,,,,,,,,,,,,,"Mayes County, Oklahoma",41053,27879,175,2943,171,42,4,9839,95,9744,40449,97900,"Mayes County, Oklahoma",0,158,77,449,27,37,7,482,72,472,2474,4610
